generation,mean_fitness,best_fitness,mean_Kd_ratio,std_Kd_ratio,best_Kd_ratio,mean_cv,best_cv,mean_persister,diversity
86,2.6895310399999994,2.819285,1870.8913594588835,1314.7627206054874,4212.2133710457165,0.06341854058844242,0.060021632725002175,0.0,0.8802286961897313
87,2.7009660999999996,2.841657,1891.8709282813818,1465.477267519989,2905.7963223700776,0.06342982928525923,0.06578950080849505,0.0,0.8714480991181603
88,2.7441019199999994,2.8296309999999996,2378.8484982647196,1980.9876719493047,1730.0443954335644,0.06311722510809141,0.06555420381845631,0.0,0.9371692877068203
89,2.71749436,2.841146,2373.0131668692848,1688.9909328263661,1670.8316887511558,0.0635610306010969,0.060629016794170154,0.0,0.5739648850784211
90,2.7366603599999997,2.8359029999999996,2127.574087850301,1787.2611609935018,10000.0,0.06295992097398755,0.06458905855709664,0.0,0.6892351600541078
91,2.71296802,2.834384,2896.834135123566,2700.6187509787333,3173.8673871635747,0.06312086564125571,0.057992116032416004,0.0,0.8153641067870284
92,2.70304916,2.8289239999999998,2558.2788614419255,2326.026009554007,1365.4304930640305,0.06274962423006407,0.06551988358464551,0.0,0.8214650944906294
93,2.7242763799999996,2.8304219999999995,2123.406870840951,1976.8412815591898,2484.762445867639,0.06224257265226836,0.05922984148212688,0.0,0.8342127753900886
94,2.747526599999999,2.8319759999999996,2035.7751815112167,1958.2794201831,1495.383625492285,0.06308830450672202,0.06347832034947506,0.0,0.8523145134557603
95,2.7363161000000003,2.832025,1676.3710865657313,1497.2830458921671,845.8122543716429,0.0630354768443692,0.06496015252634313,0.0,0.8410381195069276
96,2.74431318,2.837751,1397.063690617798,1613.9153412251144,469.0208425565597,0.06247785074501047,0.058244780703688014,0.0,0.8793378766978395
97,2.73687582,2.840775,1422.681373737368,1430.7380524299492,464.98508279509747,0.06211344943513449,0.05744119941020101,0.0,0.9128400575522437
98,2.7349588,2.8267259999999994,1081.7704042214664,1063.971576397107,1724.7868396232836,0.062261368015704345,0.06498052518435436,0.0,0.819862917466192
99,2.70557448,2.8342579999999997,914.0624026335792,848.4174925874757,1724.7868396232836,0.06253817835325295,0.05920061074284425,0.0,0.7749255282632761
