gmm_threshold,sigma2_threshold,persister_threshold,persister_fraction_A,persister_fraction_2sigma,gmm_component_low_mean,gmm_component_high_mean,mean_A,mean_D,fold_change_D_over_A,published_fold_change,fold_change_ratio
209.12877089227263,384.2688394834297,209.12877089227263,0.4118181614114118,0.0,178.44134662370902,224.26606537452375,197.3128,2224.01256,11.271506764893104,8.5,1.3260596193991887
